candidate_id,case_id,pool,engine,method_id,route_id,outcome_type_hint,plan_side,plan_artifact,normalized_tags,tag_families_present,plan_parse_success,feature_parse_success,root_node_type,node_count,scan_node_count,join_node_count,aggregate_node_count,sort_node_count,materialize_node_count,planning_time_ms,execution_time_ms,total_actual_time_root_ms,total_shared_blks_hit,total_shared_blks_read,total_shared_blks_dirtied,total_shared_blks_written,root_plan_rows,root_actual_rows,root_total_cost,max_row_estimate_error_node_type,max_row_estimate_error_ratio,main_operator_families,scan_types,join_types,aggregate_types,sort_types,materialize_types
sqlglot__sqlglot_transpile_same_dialect_noop__CONS_0009__pg,CONS_0009,consistency,pg,sqlglot,sqlglot_transpile_same_dialect_noop,neutral,rewrite,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__CONS_0009__pg/rewrite_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:scan|plan_operator:present:set_op|plan_operator:present:subquery|portability:suspected:null_semantics_gap|rewrite_opportunity:primary:subquery_decorrelation|rewrite_opportunity:secondary:aggregation_rewrite|sql_feature:primary:correlated_subquery|sql_feature:primary:set_operation|sql_feature:secondary:subquery_in_from|workload_realism:case_specific:long_tail_structure,plan_operator|portability|rewrite_opportunity|sql_feature|workload_realism,true,true,Seq Scan,5,3,0,1,0,0,0.366,0.102,0.04,17,0,0,0,753,1,160859.850000000005821,Seq Scan,753,"scan,aggregate,other",Seq Scan,,Aggregate,,
sqlglot__sqlglot_transpile_same_dialect_noop__CONS_0010__pg,CONS_0010,consistency,pg,sqlglot,sqlglot_transpile_same_dialect_noop,neutral,source,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__CONS_0010__pg/source_plan.json,plan_operator:present:join|plan_operator:present:materialize|plan_operator:present:scan|plan_operator:present:subquery|rewrite_opportunity:primary:subquery_decorrelation|sql_feature:primary:correlated_subquery,plan_operator|rewrite_opportunity|sql_feature,true,true,Seq Scan,5,3,1,0,0,1,0.341,0.081,0.047,21,0,0,0,170,2,2534.070000000000164,Seq Scan,85,"scan,join,materialize",Seq Scan,Nested Loop,,,Materialize
sqlglot__sqlglot_transpile_same_dialect_noop__CONS_0010__pg,CONS_0010,consistency,pg,sqlglot,sqlglot_transpile_same_dialect_noop,neutral,rewrite,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__CONS_0010__pg/rewrite_plan.json,plan_operator:present:join|plan_operator:present:materialize|plan_operator:present:scan|plan_operator:present:subquery|rewrite_opportunity:primary:subquery_decorrelation|sql_feature:primary:correlated_subquery,plan_operator|rewrite_opportunity|sql_feature,true,true,Seq Scan,5,3,1,0,0,1,0.39,0.072,0.043,21,0,0,0,170,2,2534.070000000000164,Seq Scan,85,"scan,join,materialize",Seq Scan,Nested Loop,,,Materialize
sqlglot__sqlglot_transpile_same_dialect_noop__CONS_0011__pg,CONS_0011,consistency,pg,sqlglot,sqlglot_transpile_same_dialect_noop,neutral,source,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__CONS_0011__pg/source_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:materialize|plan_operator:present:scan|plan_operator:present:subquery|portability:confirmed:null_semantics_gap|rewrite_opportunity:primary:subquery_decorrelation|rewrite_opportunity:secondary:aggregation_rewrite|sql_feature:primary:correlated_subquery|sql_feature:primary:outer_join,plan_operator|portability|rewrite_opportunity|sql_feature,true,true,Seq Scan,5,3,1,0,0,1,0.477,0.073,0.045,15,0,0,0,170,2,47.659999999999997,Nested Loop,406,"scan,join,materialize",Seq Scan,Nested Loop,,,Materialize
sqlglot__sqlglot_transpile_same_dialect_noop__CONS_0011__pg,CONS_0011,consistency,pg,sqlglot,sqlglot_transpile_same_dialect_noop,neutral,rewrite,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__CONS_0011__pg/rewrite_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:materialize|plan_operator:present:scan|plan_operator:present:subquery|portability:confirmed:null_semantics_gap|rewrite_opportunity:primary:subquery_decorrelation|rewrite_opportunity:secondary:aggregation_rewrite|sql_feature:primary:correlated_subquery|sql_feature:primary:outer_join,plan_operator|portability|rewrite_opportunity|sql_feature,true,true,Seq Scan,5,3,1,0,0,1,0.488,0.125,0.046,15,0,0,0,170,2,47.659999999999997,Nested Loop,406,"scan,join,materialize",Seq Scan,Nested Loop,,,Materialize
sqlglot__sqlglot_transpile_same_dialect_noop__CONS_0012__pg,CONS_0012,consistency,pg,sqlglot,sqlglot_transpile_same_dialect_noop,neutral,source,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__CONS_0012__pg/source_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:limit|plan_operator:present:scan|plan_operator:present:subquery|portability:confirmed:limit_fetch_gap|rewrite_opportunity:primary:order_limit_simplification|rewrite_opportunity:secondary:subquery_decorrelation|sql_feature:primary:correlated_subquery,plan_operator|portability|rewrite_opportunity|sql_feature,true,true,Seq Scan,3,2,0,0,1,0,0.348,0.049,0.032,13,0,0,0,205,2,8777.850000000000364,Seq Scan,102.5,"scan,sort",Seq Scan,,,Limit,
sqlglot__sqlglot_transpile_same_dialect_noop__CONS_0012__pg,CONS_0012,consistency,pg,sqlglot,sqlglot_transpile_same_dialect_noop,neutral,rewrite,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__CONS_0012__pg/rewrite_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:limit|plan_operator:present:scan|plan_operator:present:subquery|portability:confirmed:limit_fetch_gap|rewrite_opportunity:primary:order_limit_simplification|rewrite_opportunity:secondary:subquery_decorrelation|sql_feature:primary:correlated_subquery,plan_operator|portability|rewrite_opportunity|sql_feature,true,true,Seq Scan,3,2,0,0,1,0,0.321,0.04,0.025,13,0,0,0,205,2,8777.850000000000364,Seq Scan,102.5,"scan,sort",Seq Scan,,,Limit,
sqlglot__sqlglot_transpile_same_dialect_noop__CONS_0024__pg,CONS_0024,consistency,pg,sqlglot,sqlglot_transpile_same_dialect_noop,neutral,source,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__CONS_0024__pg/source_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:scan|plan_operator:present:subquery|rewrite_opportunity:primary:subquery_decorrelation|sql_feature:primary:correlated_subquery|sql_feature:primary:outer_join,plan_operator|rewrite_opportunity|sql_feature,true,true,Hash Join,6,3,1,1,0,0,0.449,0.095,0.056,13,0,0,0,348,1,5895.149999999999636,Hash Join,348,"scan,join,aggregate,other",Seq Scan,Hash Join,Aggregate,,
sqlglot__sqlglot_transpile_same_dialect_noop__CONS_0024__pg,CONS_0024,consistency,pg,sqlglot,sqlglot_transpile_same_dialect_noop,neutral,rewrite,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__CONS_0024__pg/rewrite_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:scan|plan_operator:present:subquery|rewrite_opportunity:primary:subquery_decorrelation|sql_feature:primary:correlated_subquery|sql_feature:primary:outer_join,plan_operator|rewrite_opportunity|sql_feature,true,true,Hash Join,6,3,1,1,0,0,0.51,0.094,0.05,13,0,0,0,348,1,5895.149999999999636,Hash Join,348,"scan,join,aggregate,other",Seq Scan,Hash Join,Aggregate,,
sqlglot__sqlglot_transpile_same_dialect_noop__LONGTAIL_0011__pg,LONGTAIL_0011,longtail,pg,sqlglot,sqlglot_transpile_same_dialect_noop,speedup,source,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__LONGTAIL_0011__pg/source_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:scan|plan_operator:present:sort|plan_operator:present:subquery|plan_operator:present:window|rewrite_opportunity:primary:expression_simplification|rewrite_opportunity:secondary:cte_strategy|sql_feature:primary:cte|sql_feature:primary:window_function|workload_realism:case_specific:long_tail_structure|workload_realism:source_inherited:realistic_query_style,plan_operator|rewrite_opportunity|sql_feature|workload_realism,true,true,Sort,12,4,2,1,2,0,0.442,0.203,0.133,18,0,0,0,1,3,49,Seq Scan,635,"scan,join,aggregate,sort,other","CTE Scan,Seq Scan",Hash Join,Aggregate,Sort,
sqlglot__sqlglot_transpile_same_dialect_noop__LONGTAIL_0011__pg,LONGTAIL_0011,longtail,pg,sqlglot,sqlglot_transpile_same_dialect_noop,speedup,rewrite,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__LONGTAIL_0011__pg/rewrite_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:scan|plan_operator:present:sort|plan_operator:present:subquery|plan_operator:present:window|rewrite_opportunity:primary:expression_simplification|rewrite_opportunity:secondary:cte_strategy|sql_feature:primary:cte|sql_feature:primary:window_function|workload_realism:case_specific:long_tail_structure|workload_realism:source_inherited:realistic_query_style,plan_operator|rewrite_opportunity|sql_feature|workload_realism,true,true,Sort,12,4,2,1,2,0,0.453,0.193,0.12,18,0,0,0,1,3,49,Seq Scan,635,"scan,join,aggregate,sort,other","CTE Scan,Seq Scan",Hash Join,Aggregate,Sort,
sqlglot__sqlglot_transpile_same_dialect_noop__LONGTAIL_0012__pg,LONGTAIL_0012,longtail,pg,sqlglot,sqlglot_transpile_same_dialect_noop,neutral,source,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__LONGTAIL_0012__pg/source_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:limit|plan_operator:present:scan|plan_operator:present:sort|plan_operator:present:subquery|plan_operator:present:window|rewrite_opportunity:primary:materialization_strategy|rewrite_opportunity:secondary:aggregation_rewrite|sql_feature:primary:subquery_in_from|sql_feature:primary:window_function|sql_feature:secondary:expression_complexity|sql_feature:secondary:outer_join|workload_realism:case_specific:complex_expression_density|workload_realism:case_specific:result_size_sensitivity|workload_realism:source_inherited:realistic_query_style,plan_operator|rewrite_opportunity|sql_feature|workload_realism,true,true,Limit,15,4,2,2,4,0,0.537,0.244,0.122,60,0,0,0,10,3,338.079999999999984,Seq Scan,680,"scan,join,aggregate,sort,other","Seq Scan,Subquery Scan",Hash Join,Aggregate,"Incremental Sort,Limit,Sort",
sqlglot__sqlglot_transpile_same_dialect_noop__LONGTAIL_0012__pg,LONGTAIL_0012,longtail,pg,sqlglot,sqlglot_transpile_same_dialect_noop,neutral,rewrite,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__LONGTAIL_0012__pg/rewrite_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:limit|plan_operator:present:scan|plan_operator:present:sort|plan_operator:present:subquery|plan_operator:present:window|rewrite_opportunity:primary:materialization_strategy|rewrite_opportunity:secondary:aggregation_rewrite|sql_feature:primary:subquery_in_from|sql_feature:primary:window_function|sql_feature:secondary:expression_complexity|sql_feature:secondary:outer_join|workload_realism:case_specific:complex_expression_density|workload_realism:case_specific:result_size_sensitivity|workload_realism:source_inherited:realistic_query_style,plan_operator|rewrite_opportunity|sql_feature|workload_realism,true,true,Limit,15,4,2,2,4,0,0.51,0.235,0.115,60,0,0,0,10,3,338.079999999999984,Seq Scan,680,"scan,join,aggregate,sort,other","Seq Scan,Subquery Scan",Hash Join,Aggregate,"Incremental Sort,Limit,Sort",
sqlglot__sqlglot_transpile_same_dialect_noop__LONGTAIL_0013__pg,LONGTAIL_0013,longtail,pg,sqlglot,sqlglot_transpile_same_dialect_noop,neutral,source,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__LONGTAIL_0013__pg/source_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:materialize|plan_operator:present:scan|plan_operator:present:sort|plan_operator:present:subquery|plan_operator:present:window|rewrite_opportunity:primary:cte_strategy|rewrite_opportunity:secondary:aggregation_rewrite|sql_feature:primary:cte|sql_feature:primary:window_function|sql_feature:secondary:expression_complexity|sql_feature:secondary:outer_join|workload_realism:case_specific:complex_expression_density|workload_realism:case_specific:high_join_count|workload_realism:source_inherited:realistic_query_style,plan_operator|rewrite_opportunity|sql_feature|workload_realism,true,true,Sort,31,9,7,2,10,2,0.715,0.306,0.165,101,0,0,0,387,2,1410.410000000000082,Incremental Sort,4080,"scan,join,aggregate,sort,materialize,other","Seq Scan,Subquery Scan","Merge Join,Nested Loop",Aggregate,"Incremental Sort,Sort",Materialize
sqlglot__sqlglot_transpile_same_dialect_noop__LONGTAIL_0013__pg,LONGTAIL_0013,longtail,pg,sqlglot,sqlglot_transpile_same_dialect_noop,neutral,rewrite,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__LONGTAIL_0013__pg/rewrite_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:materialize|plan_operator:present:scan|plan_operator:present:sort|plan_operator:present:subquery|plan_operator:present:window|rewrite_opportunity:primary:cte_strategy|rewrite_opportunity:secondary:aggregation_rewrite|sql_feature:primary:cte|sql_feature:primary:window_function|sql_feature:secondary:expression_complexity|sql_feature:secondary:outer_join|workload_realism:case_specific:complex_expression_density|workload_realism:case_specific:high_join_count|workload_realism:source_inherited:realistic_query_style,plan_operator|rewrite_opportunity|sql_feature|workload_realism,true,true,Sort,31,9,7,2,10,2,0.741,0.377,0.211,101,0,0,0,387,2,1410.410000000000082,Incremental Sort,4080,"scan,join,aggregate,sort,materialize,other","Seq Scan,Subquery Scan","Merge Join,Nested Loop",Aggregate,"Incremental Sort,Sort",Materialize
sqlglot__sqlglot_transpile_same_dialect_noop__LONGTAIL_0022__pg,LONGTAIL_0022,longtail,pg,sqlglot,sqlglot_transpile_same_dialect_noop,neutral,source,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__LONGTAIL_0022__pg/source_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:scan|plan_operator:present:sort|plan_operator:present:subquery|portability:suspected:null_semantics_gap|rewrite_opportunity:primary:cte_strategy|rewrite_opportunity:secondary:aggregation_rewrite|sql_feature:primary:cte|sql_feature:primary:outer_join|workload_realism:case_specific:long_tail_structure|workload_realism:source_inherited:manual_gap_fill_realism|workload_realism:source_inherited:realistic_query_style,plan_operator|portability|rewrite_opportunity|sql_feature|workload_realism,true,true,Sort,11,4,2,1,2,0,0.402,0.144,0.083,23,0,0,0,2407,3,362.079999999999984,Sort,802.333333333333371,"scan,join,aggregate,sort,other","Seq Scan,Subquery Scan",Hash Join,Aggregate,Sort,
sqlglot__sqlglot_transpile_same_dialect_noop__LONGTAIL_0022__pg,LONGTAIL_0022,longtail,pg,sqlglot,sqlglot_transpile_same_dialect_noop,neutral,rewrite,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__LONGTAIL_0022__pg/rewrite_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:scan|plan_operator:present:sort|plan_operator:present:subquery|portability:suspected:null_semantics_gap|rewrite_opportunity:primary:cte_strategy|rewrite_opportunity:secondary:aggregation_rewrite|sql_feature:primary:cte|sql_feature:primary:outer_join|workload_realism:case_specific:long_tail_structure|workload_realism:source_inherited:manual_gap_fill_realism|workload_realism:source_inherited:realistic_query_style,plan_operator|portability|rewrite_opportunity|sql_feature|workload_realism,true,true,Sort,11,4,2,1,2,0,0.426,0.134,0.075,23,0,0,0,2407,3,362.079999999999984,Sort,802.333333333333371,"scan,join,aggregate,sort,other","Seq Scan,Subquery Scan",Hash Join,Aggregate,Sort,
sqlglot__sqlglot_transpile_same_dialect_noop__LONGTAIL_0023__pg,LONGTAIL_0023,longtail,pg,sqlglot,sqlglot_transpile_same_dialect_noop,neutral,source,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__LONGTAIL_0023__pg/source_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:scan|plan_operator:present:sort|plan_operator:present:subquery|rewrite_opportunity:primary:cte_strategy|rewrite_opportunity:secondary:aggregation_rewrite|sql_feature:primary:cte|sql_feature:primary:outer_join|sql_feature:secondary:expression_complexity|workload_realism:case_specific:long_tail_structure|workload_realism:source_inherited:manual_gap_fill_realism|workload_realism:source_inherited:realistic_query_style,plan_operator|rewrite_opportunity|sql_feature|workload_realism,true,true,Sort,12,5,2,2,1,0,0.532,0.18,0.108,23,0,0,0,423,5,130.199999999999989,Seq Scan,224.285714285714278,"scan,join,aggregate,sort,other","Seq Scan,Subquery Scan",Hash Join,Aggregate,Sort,
sqlglot__sqlglot_transpile_same_dialect_noop__LONGTAIL_0023__pg,LONGTAIL_0023,longtail,pg,sqlglot,sqlglot_transpile_same_dialect_noop,neutral,rewrite,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__LONGTAIL_0023__pg/rewrite_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:scan|plan_operator:present:sort|plan_operator:present:subquery|rewrite_opportunity:primary:cte_strategy|rewrite_opportunity:secondary:aggregation_rewrite|sql_feature:primary:cte|sql_feature:primary:outer_join|sql_feature:secondary:expression_complexity|workload_realism:case_specific:long_tail_structure|workload_realism:source_inherited:manual_gap_fill_realism|workload_realism:source_inherited:realistic_query_style,plan_operator|rewrite_opportunity|sql_feature|workload_realism,true,true,Sort,12,5,2,2,1,0,0.451,0.171,0.094,23,0,0,0,423,5,130.199999999999989,Seq Scan,224.285714285714278,"scan,join,aggregate,sort,other","Seq Scan,Subquery Scan",Hash Join,Aggregate,Sort,
sqlglot__sqlglot_transpile_same_dialect_noop__LONGTAIL_0024__pg,LONGTAIL_0024,longtail,pg,sqlglot,sqlglot_transpile_same_dialect_noop,neutral,source,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__LONGTAIL_0024__pg/source_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:scan|plan_operator:present:sort|plan_operator:present:subquery|portability:suspected:datetime_semantics_gap|rewrite_opportunity:primary:cte_strategy|rewrite_opportunity:secondary:aggregation_rewrite|sql_feature:primary:cte|workload_realism:case_specific:long_tail_structure|workload_realism:source_inherited:manual_gap_fill_realism|workload_realism:source_inherited:realistic_query_style,plan_operator|portability|rewrite_opportunity|sql_feature|workload_realism,true,true,Sort,8,3,1,1,2,0,0.403,0.118,0.07,19,0,0,0,379,3,127.890000000000001,Seq Scan,226,"scan,join,aggregate,sort,other","Seq Scan,Subquery Scan",Hash Join,Aggregate,Sort,
sqlglot__sqlglot_transpile_same_dialect_noop__LONGTAIL_0024__pg,LONGTAIL_0024,longtail,pg,sqlglot,sqlglot_transpile_same_dialect_noop,neutral,rewrite,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__LONGTAIL_0024__pg/rewrite_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:scan|plan_operator:present:sort|plan_operator:present:subquery|portability:suspected:datetime_semantics_gap|rewrite_opportunity:primary:cte_strategy|rewrite_opportunity:secondary:aggregation_rewrite|sql_feature:primary:cte|workload_realism:case_specific:long_tail_structure|workload_realism:source_inherited:manual_gap_fill_realism|workload_realism:source_inherited:realistic_query_style,plan_operator|portability|rewrite_opportunity|sql_feature|workload_realism,true,true,Sort,8,3,1,1,2,0,0.411,0.115,0.066,19,0,0,0,379,3,127.890000000000001,Seq Scan,226,"scan,join,aggregate,sort,other","Seq Scan,Subquery Scan",Hash Join,Aggregate,Sort,
sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0006__pg,PERF_0006,performance,pg,sqlglot,sqlglot_transpile_same_dialect_noop,neutral,source,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0006__pg/source_plan.json,plan_operator:present:aggregate|plan_operator:present:scan|plan_operator:present:sort|portability:suspected:datetime_semantics_gap|portability:suspected:type_semantics_gap|rewrite_opportunity:primary:predicate_pushdown|rewrite_opportunity:secondary:materialization_strategy|sql_feature:primary:date_time_function|sql_feature:secondary:expression_complexity|workload_realism:source_inherited:classic_analytical_baseline,plan_operator|portability|rewrite_opportunity|sql_feature|workload_realism,true,true,Sort,3,1,0,1,1,0,0.308,0.1,0.062,6,0,0,0,150,2,36.369999999999997,Seq Scan,75.666666666666671,"scan,aggregate,sort",Seq Scan,,Aggregate,Sort,
sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0006__pg,PERF_0006,performance,pg,sqlglot,sqlglot_transpile_same_dialect_noop,neutral,rewrite,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0006__pg/rewrite_plan.json,plan_operator:present:aggregate|plan_operator:present:scan|plan_operator:present:sort|portability:suspected:datetime_semantics_gap|portability:suspected:type_semantics_gap|rewrite_opportunity:primary:predicate_pushdown|rewrite_opportunity:secondary:materialization_strategy|sql_feature:primary:date_time_function|sql_feature:secondary:expression_complexity|workload_realism:source_inherited:classic_analytical_baseline,plan_operator|portability|rewrite_opportunity|sql_feature|workload_realism,true,true,Sort,3,1,0,1,1,0,0.359,0.107,0.065,6,0,0,0,150,2,36.369999999999997,Seq Scan,75.666666666666671,"scan,aggregate,sort",Seq Scan,,Aggregate,Sort,
sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0008__pg,PERF_0008,performance,pg,sqlglot,sqlglot_transpile_same_dialect_noop,neutral,source,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0008__pg/source_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:limit|plan_operator:present:scan|plan_operator:present:sort|portability:suspected:datetime_semantics_gap|rewrite_opportunity:primary:predicate_pushdown|rewrite_opportunity:secondary:materialization_strategy|sql_feature:primary:date_time_function|sql_feature:secondary:subquery_in_from|workload_realism:source_inherited:classic_analytical_baseline,plan_operator|portability|rewrite_opportunity|sql_feature|workload_realism,true,true,Limit,11,3,2,1,3,0,0.608,0.13,0.071,47,0,0,0,1,1,80.569999999999993,Seq Scan,308.5,"scan,join,aggregate,sort,other",Seq Scan,Hash Join,Aggregate,"Limit,Sort",
sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0008__pg,PERF_0008,performance,pg,sqlglot,sqlglot_transpile_same_dialect_noop,neutral,rewrite,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0008__pg/rewrite_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:limit|plan_operator:present:scan|plan_operator:present:sort|portability:suspected:datetime_semantics_gap|rewrite_opportunity:primary:predicate_pushdown|rewrite_opportunity:secondary:materialization_strategy|sql_feature:primary:date_time_function|sql_feature:secondary:subquery_in_from|workload_realism:source_inherited:classic_analytical_baseline,plan_operator|portability|rewrite_opportunity|sql_feature|workload_realism,true,true,Limit,11,3,2,1,3,0,0.59,0.113,0.068,47,0,0,0,1,1,80.569999999999993,Seq Scan,308.5,"scan,join,aggregate,sort,other",Seq Scan,Hash Join,Aggregate,"Limit,Sort",
sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0013__pg,PERF_0013,performance,pg,sqlglot,sqlglot_transpile_same_dialect_noop,neutral,source,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0013__pg/source_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:scan|plan_operator:present:sort|portability:suspected:datetime_semantics_gap|rewrite_opportunity:primary:predicate_pushdown|rewrite_opportunity:secondary:join_reorder|sql_feature:primary:date_time_function|workload_realism:source_inherited:classic_analytical_baseline,plan_operator|portability|rewrite_opportunity|sql_feature|workload_realism,true,true,Sort,15,6,5,1,2,0,1.005,0.196,0.134,125,0,0,0,1,1,72.680000000000007,Seq Scan,376.666666666666686,"scan,join,aggregate,sort,other","Index Scan,Seq Scan","Hash Join,Nested Loop",Aggregate,Sort,
sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0013__pg,PERF_0013,performance,pg,sqlglot,sqlglot_transpile_same_dialect_noop,neutral,rewrite,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0013__pg/rewrite_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:scan|plan_operator:present:sort|portability:suspected:datetime_semantics_gap|rewrite_opportunity:primary:predicate_pushdown|rewrite_opportunity:secondary:join_reorder|sql_feature:primary:date_time_function|workload_realism:source_inherited:classic_analytical_baseline,plan_operator|portability|rewrite_opportunity|sql_feature|workload_realism,true,true,Sort,15,6,5,1,2,0,1.02,0.215,0.146,125,0,0,0,1,1,72.680000000000007,Seq Scan,376.666666666666686,"scan,join,aggregate,sort,other","Index Scan,Seq Scan","Hash Join,Nested Loop",Aggregate,Sort,
sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0017__pg,PERF_0017,performance,pg,sqlglot,sqlglot_transpile_same_dialect_noop,neutral,source,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0017__pg/source_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:limit|plan_operator:present:scan|plan_operator:present:sort|portability:suspected:datetime_semantics_gap|rewrite_opportunity:primary:predicate_pushdown|rewrite_opportunity:secondary:join_reorder|sql_feature:primary:date_time_function|workload_realism:source_inherited:classic_analytical_baseline,plan_operator|portability|rewrite_opportunity|sql_feature|workload_realism,true,true,Limit,12,4,3,1,3,0,0.875,0.176,0.12,100,0,0,0,1,1,52.719999999999999,Seq Scan,2.5,"scan,join,aggregate,sort,other","Index Scan,Seq Scan",Nested Loop,Aggregate,"Limit,Sort",
sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0017__pg,PERF_0017,performance,pg,sqlglot,sqlglot_transpile_same_dialect_noop,neutral,rewrite,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0017__pg/rewrite_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:limit|plan_operator:present:scan|plan_operator:present:sort|portability:suspected:datetime_semantics_gap|rewrite_opportunity:primary:predicate_pushdown|rewrite_opportunity:secondary:join_reorder|sql_feature:primary:date_time_function|workload_realism:source_inherited:classic_analytical_baseline,plan_operator|portability|rewrite_opportunity|sql_feature|workload_realism,true,true,Limit,12,4,3,1,3,0,0.666,0.152,0.098,100,0,0,0,1,1,52.719999999999999,Seq Scan,2.5,"scan,join,aggregate,sort,other","Index Scan,Seq Scan",Nested Loop,Aggregate,"Limit,Sort",
