table_id,metric_name,route_or_scope,denominator_id,source_artifact,recompute_input_level,formula_used,recomputed_value,retained_value,comparison_status,difference,tolerance,notes
Table 14,planned,sqlglot:sqlglot_optimize_same_dialect,common_core_v0_40_same_engine_120,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,candidate failure row,retained planned bucket,120,120,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 14,generated_or_ready,sqlglot:sqlglot_optimize_same_dialect,common_core_v0_40_same_engine_120,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,candidate failure row,retained generated_or_ready bucket,120,120,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 14,executed,sqlglot:sqlglot_optimize_same_dialect,common_core_v0_40_same_engine_120,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,candidate failure row,retained executed bucket,65,65,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 14,exact,sqlglot:sqlglot_optimize_same_dialect,common_core_v0_40_same_engine_120,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,candidate failure row,retained exact bucket,63,63,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 14,preflight_blocked,sqlglot:sqlglot_optimize_same_dialect,common_core_v0_40_same_engine_120,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,candidate failure row,retained preflight_blocked bucket,0,0,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 14,execution_failed,sqlglot:sqlglot_optimize_same_dialect,common_core_v0_40_same_engine_120,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,candidate failure row,retained execution_failed bucket,11,11,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 14,mismatch,sqlglot:sqlglot_optimize_same_dialect,common_core_v0_40_same_engine_120,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,candidate failure row,retained mismatch bucket,0,0,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 14,noop_or_source_like,sqlglot:sqlglot_optimize_same_dialect,common_core_v0_40_same_engine_120,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,candidate failure row,retained noop_or_source_like bucket,0,0,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 14,unsupported,sqlglot:sqlglot_optimize_same_dialect,common_core_v0_40_same_engine_120,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,candidate failure row,retained unsupported bucket,18,18,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 14,parse_failed,sqlglot:sqlglot_optimize_same_dialect,common_core_v0_40_same_engine_120,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,candidate failure row,retained parse_failed bucket,1,1,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 14,generation_failed,sqlglot:sqlglot_optimize_same_dialect,common_core_v0_40_same_engine_120,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,candidate failure row,retained generation_failed bucket,27,27,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 14,non_exact_frontier identity,sqlglot:sqlglot_optimize_same_dialect,common_core_v0_40_same_engine_120,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,candidate failure row,planned - exact,57,57,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 14,planned,calcite_hep:calcite_hep_fail_closed_120,common_core_v0_40_same_engine_120,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,candidate failure row,retained planned bucket,120,120,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 14,generated_or_ready,calcite_hep:calcite_hep_fail_closed_120,common_core_v0_40_same_engine_120,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,candidate failure row,retained generated_or_ready bucket,120,120,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 14,executed,calcite_hep:calcite_hep_fail_closed_120,common_core_v0_40_same_engine_120,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,candidate failure row,retained executed bucket,95,95,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 14,exact,calcite_hep:calcite_hep_fail_closed_120,common_core_v0_40_same_engine_120,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,candidate failure row,retained exact bucket,93,93,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 14,preflight_blocked,calcite_hep:calcite_hep_fail_closed_120,common_core_v0_40_same_engine_120,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,candidate failure row,retained preflight_blocked bucket,0,0,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 14,execution_failed,calcite_hep:calcite_hep_fail_closed_120,common_core_v0_40_same_engine_120,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,candidate failure row,retained execution_failed bucket,1,1,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 14,mismatch,calcite_hep:calcite_hep_fail_closed_120,common_core_v0_40_same_engine_120,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,candidate failure row,retained mismatch bucket,2,2,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 14,noop_or_source_like,calcite_hep:calcite_hep_fail_closed_120,common_core_v0_40_same_engine_120,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,candidate failure row,retained noop_or_source_like bucket,0,0,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 14,unsupported,calcite_hep:calcite_hep_fail_closed_120,common_core_v0_40_same_engine_120,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,candidate failure row,retained unsupported bucket,1,1,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 14,parse_failed,calcite_hep:calcite_hep_fail_closed_120,common_core_v0_40_same_engine_120,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,candidate failure row,retained parse_failed bucket,21,21,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 14,generation_failed,calcite_hep:calcite_hep_fail_closed_120,common_core_v0_40_same_engine_120,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,candidate failure row,retained generation_failed bucket,2,2,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 14,non_exact_frontier identity,calcite_hep:calcite_hep_fail_closed_120,common_core_v0_40_same_engine_120,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,candidate failure row,planned - exact,27,27,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 14,bounded denominator boundary,r_bot:r_bot_same_engine_rewrite,common_core_v0_40_same_engine_120_and_pg_scoped_subsets,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,candidate failure row,bounded row retained on own denominator,planned=120;exact=15_pg_only_bounded;non_exact=NA_not_retained,planned=120;exact=15_pg_only_bounded;non_exact=NA_not_retained,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,Bounded prior-method evidence is not forced into 120.
Table 14,bounded denominator boundary,llm_r2:llm_r2_original_route_bounded_pg9,common_core_v0_llm_r2_pg_supported_9,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,candidate failure row,bounded row retained on own denominator,planned=9;exact=3;non_exact=6,planned=9;exact=3;non_exact=6,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,Bounded prior-method evidence is not forced into 120.
Table 14,bounded denominator boundary,llm_r2:llm_r2_recovered_extraction_route_v1,common_core_v0_llm_r2_recovered_pg9_attempted_appendix,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,candidate failure row,bounded row retained on own denominator,planned=9;exact=6;non_exact=3,planned=9;exact=6;non_exact=3,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,Bounded prior-method evidence is not forced into 120.
Table 14,bounded denominator boundary,learnedrewrite:UNKNOWN_NOT_RECOVERED,prior_method_pg10,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,candidate failure row,bounded row retained on own denominator,planned=10;exact=10_checker_consistent_bounded;non_exact=NA_not_auditable,planned=10;exact=10_checker_consistent_bounded;non_exact=NA_not_auditable,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,Bounded prior-method evidence is not forced into 120.
Table 15,speedup_denominator,direct_llm:direct_llm_same_engine_rewrite,timing_success_94_on_common_core_v0_40_same_engine_120,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,94,94,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,gm_speedup,direct_llm:direct_llm_same_engine_rewrite,timing_success_94_on_common_core_v0_40_same_engine_120,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,1.0436342423192662,1.043634242319266,rounded_match,2E-16,integer exact or decimal <1e-9 / retained 4dp,
Table 15,median_speedup,direct_llm:direct_llm_same_engine_rewrite,timing_success_94_on_common_core_v0_40_same_engine_120,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,1.009402551073825,1.009402551073825,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,win_count,direct_llm:direct_llm_same_engine_rewrite,timing_success_94_on_common_core_v0_40_same_engine_120,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,22,22,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,tie_count,direct_llm:direct_llm_same_engine_rewrite,timing_success_94_on_common_core_v0_40_same_engine_120,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,67,67,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,loss_count,direct_llm:direct_llm_same_engine_rewrite,timing_success_94_on_common_core_v0_40_same_engine_120,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,5,5,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,regression_20pct_count,direct_llm:direct_llm_same_engine_rewrite,timing_success_94_on_common_core_v0_40_same_engine_120,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,3,3,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,regression_rate_20pct,direct_llm:direct_llm_same_engine_rewrite,timing_success_94_on_common_core_v0_40_same_engine_120,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,0.031914893617021274,0.03191489361702127,rounded_match,4E-18,integer exact or decimal <1e-9 / retained 4dp,
Table 15,best_case_id,direct_llm:direct_llm_same_engine_rewrite,timing_success_94_on_common_core_v0_40_same_engine_120,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,CONS_0012,CONS_0012,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,best_case_engine,direct_llm:direct_llm_same_engine_rewrite,timing_success_94_on_common_core_v0_40_same_engine_120,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,pg,pg,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,best_case_speedup,direct_llm:direct_llm_same_engine_rewrite,timing_success_94_on_common_core_v0_40_same_engine_120,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,1.707530829371433,1.707530829371433,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,worst_case_id,direct_llm:direct_llm_same_engine_rewrite,timing_success_94_on_common_core_v0_40_same_engine_120,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,PERF_0007,PERF_0007,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,worst_case_engine,direct_llm:direct_llm_same_engine_rewrite,timing_success_94_on_common_core_v0_40_same_engine_120,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,pg,pg,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,worst_case_speedup,direct_llm:direct_llm_same_engine_rewrite,timing_success_94_on_common_core_v0_40_same_engine_120,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,0.6948993689766564,0.6948993689766564,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,speedup_denominator,sqlglot:sqlglot_transpile_same_dialect_noop,sqlglot_transpile_same_dialect_noop_exact72_timing,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,72,72,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,gm_speedup,sqlglot:sqlglot_transpile_same_dialect_noop,sqlglot_transpile_same_dialect_noop_exact72_timing,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,1.000145903000493,1.000145903000493,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,median_speedup,sqlglot:sqlglot_transpile_same_dialect_noop,sqlglot_transpile_same_dialect_noop_exact72_timing,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,1.0020975938941747,1.0020975938941747,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,win_count,sqlglot:sqlglot_transpile_same_dialect_noop,sqlglot_transpile_same_dialect_noop_exact72_timing,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,10,10,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,tie_count,sqlglot:sqlglot_transpile_same_dialect_noop,sqlglot_transpile_same_dialect_noop_exact72_timing,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,51,51,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,loss_count,sqlglot:sqlglot_transpile_same_dialect_noop,sqlglot_transpile_same_dialect_noop_exact72_timing,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,11,11,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,regression_20pct_count,sqlglot:sqlglot_transpile_same_dialect_noop,sqlglot_transpile_same_dialect_noop_exact72_timing,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,1,1,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,regression_rate_20pct,sqlglot:sqlglot_transpile_same_dialect_noop,sqlglot_transpile_same_dialect_noop_exact72_timing,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,0.013888888888888888,0.013888888888888888,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,best_case_id,sqlglot:sqlglot_transpile_same_dialect_noop,sqlglot_transpile_same_dialect_noop_exact72_timing,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,LONGTAIL_0013,LONGTAIL_0013,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,best_case_engine,sqlglot:sqlglot_transpile_same_dialect_noop,sqlglot_transpile_same_dialect_noop_exact72_timing,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,spark,spark,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,best_case_speedup,sqlglot:sqlglot_transpile_same_dialect_noop,sqlglot_transpile_same_dialect_noop_exact72_timing,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,1.1475332658779152,1.1475332658779152,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,worst_case_id,sqlglot:sqlglot_transpile_same_dialect_noop,sqlglot_transpile_same_dialect_noop_exact72_timing,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,PERF_0062,PERF_0062,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,worst_case_engine,sqlglot:sqlglot_transpile_same_dialect_noop,sqlglot_transpile_same_dialect_noop_exact72_timing,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,spark,spark,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,worst_case_speedup,sqlglot:sqlglot_transpile_same_dialect_noop,sqlglot_transpile_same_dialect_noop_exact72_timing,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,0.7974924839520707,0.7974924839520707,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,speedup_denominator,sqlglot:sqlglot_optimize_same_dialect,sqlglot_optimize_same_dialect_exact63_timing,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,63,63,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,gm_speedup,sqlglot:sqlglot_optimize_same_dialect,sqlglot_optimize_same_dialect_exact63_timing,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,0.9907164888740984,0.9907164888740984,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,median_speedup,sqlglot:sqlglot_optimize_same_dialect,sqlglot_optimize_same_dialect_exact63_timing,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,0.9951145947521497,0.9951145947521497,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,win_count,sqlglot:sqlglot_optimize_same_dialect,sqlglot_optimize_same_dialect_exact63_timing,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,11,11,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,tie_count,sqlglot:sqlglot_optimize_same_dialect,sqlglot_optimize_same_dialect_exact63_timing,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,37,37,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,loss_count,sqlglot:sqlglot_optimize_same_dialect,sqlglot_optimize_same_dialect_exact63_timing,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,15,15,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,regression_20pct_count,sqlglot:sqlglot_optimize_same_dialect,sqlglot_optimize_same_dialect_exact63_timing,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,1,1,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
