candidate_id,case_id,method_id,route_id,schema_name,statement_timeout,setup_sql,source_explain_sql,rewrite_explain_sql
sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0082__pg,PERF_0082,sqlglot,sqlglot_transpile_same_dialect_noop,attr113_sqlglot_sqlglot_transpile_same_dialect_noop_perf_008,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0082__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0082__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0082__pg/rewrite_explain.sql
calcite_hep__calcite_hep_fail_closed_120__CONS_0005__pg,CONS_0005,calcite_hep,calcite_hep_fail_closed_120,attr113_calcite_hep_calcite_hep_fail_closed_120_cons_0005_pg,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__CONS_0005__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__CONS_0005__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__CONS_0005__pg/rewrite_explain.sql
calcite_hep__calcite_hep_fail_closed_120__CONS_0007__pg,CONS_0007,calcite_hep,calcite_hep_fail_closed_120,attr113_calcite_hep_calcite_hep_fail_closed_120_cons_0007_pg,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__CONS_0007__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__CONS_0007__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__CONS_0007__pg/rewrite_explain.sql
calcite_hep__calcite_hep_fail_closed_120__CONS_0009__pg,CONS_0009,calcite_hep,calcite_hep_fail_closed_120,attr113_calcite_hep_calcite_hep_fail_closed_120_cons_0009_pg,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__CONS_0009__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__CONS_0009__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__CONS_0009__pg/rewrite_explain.sql
calcite_hep__calcite_hep_fail_closed_120__CONS_0010__pg,CONS_0010,calcite_hep,calcite_hep_fail_closed_120,attr113_calcite_hep_calcite_hep_fail_closed_120_cons_0010_pg,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__CONS_0010__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__CONS_0010__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__CONS_0010__pg/rewrite_explain.sql
calcite_hep__calcite_hep_fail_closed_120__CONS_0011__pg,CONS_0011,calcite_hep,calcite_hep_fail_closed_120,attr113_calcite_hep_calcite_hep_fail_closed_120_cons_0011_pg,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__CONS_0011__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__CONS_0011__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__CONS_0011__pg/rewrite_explain.sql
calcite_hep__calcite_hep_fail_closed_120__CONS_0012__pg,CONS_0012,calcite_hep,calcite_hep_fail_closed_120,attr113_calcite_hep_calcite_hep_fail_closed_120_cons_0012_pg,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__CONS_0012__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__CONS_0012__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__CONS_0012__pg/rewrite_explain.sql
calcite_hep__calcite_hep_fail_closed_120__CONS_0024__pg,CONS_0024,calcite_hep,calcite_hep_fail_closed_120,attr113_calcite_hep_calcite_hep_fail_closed_120_cons_0024_pg,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__CONS_0024__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__CONS_0024__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__CONS_0024__pg/rewrite_explain.sql
calcite_hep__calcite_hep_fail_closed_120__CONS_0036__pg,CONS_0036,calcite_hep,calcite_hep_fail_closed_120,attr113_calcite_hep_calcite_hep_fail_closed_120_cons_0036_pg,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__CONS_0036__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__CONS_0036__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__CONS_0036__pg/rewrite_explain.sql
calcite_hep__calcite_hep_fail_closed_120__CONS_0037__pg,CONS_0037,calcite_hep,calcite_hep_fail_closed_120,attr113_calcite_hep_calcite_hep_fail_closed_120_cons_0037_pg,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__CONS_0037__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__CONS_0037__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__CONS_0037__pg/rewrite_explain.sql
calcite_hep__calcite_hep_fail_closed_120__LONGTAIL_0011__pg,LONGTAIL_0011,calcite_hep,calcite_hep_fail_closed_120,attr113_calcite_hep_calcite_hep_fail_closed_120_longtail_001,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__LONGTAIL_0011__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__LONGTAIL_0011__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__LONGTAIL_0011__pg/rewrite_explain.sql
calcite_hep__calcite_hep_fail_closed_120__LONGTAIL_0012__pg,LONGTAIL_0012,calcite_hep,calcite_hep_fail_closed_120,attr113_calcite_hep_calcite_hep_fail_closed_120_longtail_001,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__LONGTAIL_0012__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__LONGTAIL_0012__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__LONGTAIL_0012__pg/rewrite_explain.sql
calcite_hep__calcite_hep_fail_closed_120__LONGTAIL_0013__pg,LONGTAIL_0013,calcite_hep,calcite_hep_fail_closed_120,attr113_calcite_hep_calcite_hep_fail_closed_120_longtail_001,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__LONGTAIL_0013__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__LONGTAIL_0013__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__LONGTAIL_0013__pg/rewrite_explain.sql
calcite_hep__calcite_hep_fail_closed_120__LONGTAIL_0022__pg,LONGTAIL_0022,calcite_hep,calcite_hep_fail_closed_120,attr113_calcite_hep_calcite_hep_fail_closed_120_longtail_002,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__LONGTAIL_0022__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__LONGTAIL_0022__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__LONGTAIL_0022__pg/rewrite_explain.sql
calcite_hep__calcite_hep_fail_closed_120__LONGTAIL_0023__pg,LONGTAIL_0023,calcite_hep,calcite_hep_fail_closed_120,attr113_calcite_hep_calcite_hep_fail_closed_120_longtail_002,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__LONGTAIL_0023__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__LONGTAIL_0023__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__LONGTAIL_0023__pg/rewrite_explain.sql
calcite_hep__calcite_hep_fail_closed_120__LONGTAIL_0024__pg,LONGTAIL_0024,calcite_hep,calcite_hep_fail_closed_120,attr113_calcite_hep_calcite_hep_fail_closed_120_longtail_002,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__LONGTAIL_0024__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__LONGTAIL_0024__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__LONGTAIL_0024__pg/rewrite_explain.sql
calcite_hep__calcite_hep_fail_closed_120__PERF_0006__pg,PERF_0006,calcite_hep,calcite_hep_fail_closed_120,attr113_calcite_hep_calcite_hep_fail_closed_120_perf_0006_pg,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0006__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0006__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0006__pg/rewrite_explain.sql
calcite_hep__calcite_hep_fail_closed_120__PERF_0007__pg,PERF_0007,calcite_hep,calcite_hep_fail_closed_120,attr113_calcite_hep_calcite_hep_fail_closed_120_perf_0007_pg,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0007__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0007__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0007__pg/rewrite_explain.sql
calcite_hep__calcite_hep_fail_closed_120__PERF_0008__pg,PERF_0008,calcite_hep,calcite_hep_fail_closed_120,attr113_calcite_hep_calcite_hep_fail_closed_120_perf_0008_pg,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0008__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0008__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0008__pg/rewrite_explain.sql
calcite_hep__calcite_hep_fail_closed_120__PERF_0013__pg,PERF_0013,calcite_hep,calcite_hep_fail_closed_120,attr113_calcite_hep_calcite_hep_fail_closed_120_perf_0013_pg,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0013__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0013__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0013__pg/rewrite_explain.sql
calcite_hep__calcite_hep_fail_closed_120__PERF_0017__pg,PERF_0017,calcite_hep,calcite_hep_fail_closed_120,attr113_calcite_hep_calcite_hep_fail_closed_120_perf_0017_pg,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0017__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0017__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0017__pg/rewrite_explain.sql
calcite_hep__calcite_hep_fail_closed_120__PERF_0019__pg,PERF_0019,calcite_hep,calcite_hep_fail_closed_120,attr113_calcite_hep_calcite_hep_fail_closed_120_perf_0019_pg,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0019__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0019__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0019__pg/rewrite_explain.sql
calcite_hep__calcite_hep_fail_closed_120__PERF_0024__pg,PERF_0024,calcite_hep,calcite_hep_fail_closed_120,attr113_calcite_hep_calcite_hep_fail_closed_120_perf_0024_pg,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0024__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0024__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0024__pg/rewrite_explain.sql
calcite_hep__calcite_hep_fail_closed_120__PERF_0033__pg,PERF_0033,calcite_hep,calcite_hep_fail_closed_120,attr113_calcite_hep_calcite_hep_fail_closed_120_perf_0033_pg,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0033__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0033__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0033__pg/rewrite_explain.sql
calcite_hep__calcite_hep_fail_closed_120__PERF_0034__pg,PERF_0034,calcite_hep,calcite_hep_fail_closed_120,attr113_calcite_hep_calcite_hep_fail_closed_120_perf_0034_pg,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0034__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0034__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0034__pg/rewrite_explain.sql
calcite_hep__calcite_hep_fail_closed_120__PERF_0035__pg,PERF_0035,calcite_hep,calcite_hep_fail_closed_120,attr113_calcite_hep_calcite_hep_fail_closed_120_perf_0035_pg,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0035__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0035__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0035__pg/rewrite_explain.sql
calcite_hep__calcite_hep_fail_closed_120__PERF_0052__pg,PERF_0052,calcite_hep,calcite_hep_fail_closed_120,attr113_calcite_hep_calcite_hep_fail_closed_120_perf_0052_pg,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0052__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0052__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0052__pg/rewrite_explain.sql
calcite_hep__calcite_hep_fail_closed_120__PERF_0054__pg,PERF_0054,calcite_hep,calcite_hep_fail_closed_120,attr113_calcite_hep_calcite_hep_fail_closed_120_perf_0054_pg,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0054__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0054__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0054__pg/rewrite_explain.sql
calcite_hep__calcite_hep_fail_closed_120__PERF_0056__pg,PERF_0056,calcite_hep,calcite_hep_fail_closed_120,attr113_calcite_hep_calcite_hep_fail_closed_120_perf_0056_pg,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0056__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0056__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0056__pg/rewrite_explain.sql
calcite_hep__calcite_hep_fail_closed_120__PERF_0062__pg,PERF_0062,calcite_hep,calcite_hep_fail_closed_120,attr113_calcite_hep_calcite_hep_fail_closed_120_perf_0062_pg,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0062__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0062__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0062__pg/rewrite_explain.sql
calcite_hep__calcite_hep_fail_closed_120__PERF_0077__pg,PERF_0077,calcite_hep,calcite_hep_fail_closed_120,attr113_calcite_hep_calcite_hep_fail_closed_120_perf_0077_pg,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0077__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0077__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0077__pg/rewrite_explain.sql
calcite_hep__calcite_hep_fail_closed_120__PERF_0082__pg,PERF_0082,calcite_hep,calcite_hep_fail_closed_120,attr113_calcite_hep_calcite_hep_fail_closed_120_perf_0082_pg,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0082__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0082__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0082__pg/rewrite_explain.sql
