table_id,method_id,route_id,column_name,rendered_value,canonical_full_value,immediate_source_artifact,immediate_source_column_or_field,secondary_validation_artifact,upstream_artifacts,deepest_retained_source,generation_script_or_runner,generation_command,formula_or_extraction_logic,trace_status,generator_status,recompute_status,claim_boundary,notes
Table 12,calcite_hep,calcite_hep_fail_closed_120,exact,93,93,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv,exact_match_rows,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/calcite_hep_93_exact_timing_result_card_v1.csv,reports/evaluation/common_core_v0/calcite_hep_120_fail_closed_synthesis_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/case_level_failure_export_v1.csv|reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/timing_event_long.csv,reports/evaluation/common_core_v0/calcite_hep_120_fail_closed_synthesis_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/case_level_failure_export_v1.csv|reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/timing_event_long.csv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/run_manual_calcite_hep_pg40_execution.sh|reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/run_manual_calcite_hep_mysql_spark_execution_expansion_60.sh|reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/run_manual_calcite_hep_93_exact_timing.sh,not executed; retained path/command only,exact/checker-consistent rows,fully_traceable_to_runner_and_artifact,upstream_runner_retained,recomputed_exact,93 exact-row correctness-gated timing only; not full 120 timing and not a final ranked leaderboard.,
Table 12,calcite_hep,calcite_hep_fail_closed_120,timed,93,93,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/speedup_slice_summary_v1.csv,timing_denominator,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,reports/evaluation/common_core_v0/calcite_hep_120_fail_closed_synthesis_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/case_level_failure_export_v1.csv|reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/timing_event_long.csv,reports/evaluation/common_core_v0/calcite_hep_120_fail_closed_synthesis_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/case_level_failure_export_v1.csv|reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/timing_event_long.csv|reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/run_manual_calcite_hep_pg40_execution.sh|reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/run_manual_calcite_hep_mysql_spark_execution_expansion_60.sh|reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/run_manual_calcite_hep_93_exact_timing.sh,not executed; retained path/command only,timing_success rows on exact + timing-success subset,fully_traceable_to_runner_and_artifact,upstream_runner_retained,recomputed_exact,93 exact-row correctness-gated timing only; not full 120 timing and not a final ranked leaderboard.,
Table 12,calcite_hep,calcite_hep_fail_closed_120,gm_speedup,0.9959,0.995917121478,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/speedup_slice_summary_v1.csv,gm_speedup,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,reports/evaluation/common_core_v0/calcite_hep_120_fail_closed_synthesis_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/case_level_failure_export_v1.csv|reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/timing_event_long.csv,reports/evaluation/common_core_v0/calcite_hep_120_fail_closed_synthesis_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/case_level_failure_export_v1.csv|reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/timing_event_long.csv|reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/run_manual_calcite_hep_pg40_execution.sh|reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/run_manual_calcite_hep_mysql_spark_execution_expansion_60.sh|reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/run_manual_calcite_hep_93_exact_timing.sh,not executed; retained path/command only,GM speedup = exp(mean(log(speedup_ratio))) where speedup_ratio = source_median_runtime / rewrite_median_runtime,fully_traceable_to_runner_and_artifact,upstream_runner_retained,recomputed_rounded,93 exact-row correctness-gated timing only; not full 120 timing and not a final ranked leaderboard.,
Table 12,calcite_hep,calcite_hep_fail_closed_120,regression_rate_20pct,7.53%,0.0752688172043,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/speedup_slice_summary_v1.csv,regression_rate_20pct,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,reports/evaluation/common_core_v0/calcite_hep_120_fail_closed_synthesis_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/case_level_failure_export_v1.csv|reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/timing_event_long.csv,reports/evaluation/common_core_v0/calcite_hep_120_fail_closed_synthesis_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/case_level_failure_export_v1.csv|reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/timing_event_long.csv|reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/run_manual_calcite_hep_pg40_execution.sh|reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/run_manual_calcite_hep_mysql_spark_execution_expansion_60.sh|reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/run_manual_calcite_hep_93_exact_timing.sh,not executed; retained path/command only,Regression@20 = count(speedup_ratio < 0.8) / timing_denominator,fully_traceable_to_runner_and_artifact,upstream_runner_retained,recomputed_rounded,93 exact-row correctness-gated timing only; not full 120 timing and not a final ranked leaderboard.,
Table 12,calcite_hep,calcite_hep_fail_closed_120,placement,correctness-gated timing packet,correctness-gated timing packet,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv,evidence_role/claim_boundary/placement policy,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/calcite_hep_93_exact_timing_result_card_v1.csv,reports/evaluation/common_core_v0/calcite_hep_120_fail_closed_synthesis_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/case_level_failure_export_v1.csv|reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/timing_event_long.csv,reports/evaluation/common_core_v0/calcite_hep_120_fail_closed_synthesis_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/case_level_failure_export_v1.csv|reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/timing_event_long.csv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/run_manual_calcite_hep_pg40_execution.sh|reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/run_manual_calcite_hep_mysql_spark_execution_expansion_60.sh|reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/run_manual_calcite_hep_93_exact_timing.sh,not executed; retained path/command only,paper placement/claim-boundary label from Table 11/table3/candidate_failure/draft target,traceable_to_static_policy,static_policy_no_generator_needed,not_recomputed,93 exact-row correctness-gated timing only; not full 120 timing and not a final ranked leaderboard.,
Table 12,r_bot,r_bot_same_engine_rewrite,method / route,R-Bot,R-Bot,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,method / route,reports/evaluation/common_core_v0/r_bot_common_core_120_evidence_reconciliation_v1.csv,reports/evaluation/common_core_v0/r_bot_formal_result_card_v1.csv|reports/evaluation/common_core_v0/r_bot_common_core_120_evidence_reconciliation_v1.csv|reports/evaluation/common_core_v0/runs/r_bot_pg15_timing_expansion_02/run_results.json,reports/evaluation/common_core_v0/r_bot_formal_result_card_v1.csv|reports/evaluation/common_core_v0/r_bot_common_core_120_evidence_reconciliation_v1.csv|reports/evaluation/common_core_v0/runs/r_bot_pg15_timing_expansion_02/run_results.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/run_manual_r_bot_pg40_generation_expansion.sh|reports/evaluation/common_core_v0/runs/r_bot_pg15_execution_expansion_02/run_manual_r_bot_pg15_execution.sh|reports/evaluation/common_core_v0/runs/r_bot_pg15_timing_expansion_02/run_manual_r_bot_pg15_timing.sh,not executed; retained path/command only,retained row label/route_id; no metric formula,traceable_to_artifact_chain,local_aggregation_script_not_retained,not_recomputed,bounded appendix prior-method evidence only; no unified full-120 row-level frontier retained.,Mixed-scope appendix: formal 120 generation plus PG-scoped execution/timing subsets.
Table 12,r_bot,r_bot_same_engine_rewrite,scope,mixed scope,mixed scope,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,scope,reports/evaluation/common_core_v0/r_bot_common_core_120_evidence_reconciliation_v1.csv,reports/evaluation/common_core_v0/r_bot_formal_result_card_v1.csv|reports/evaluation/common_core_v0/r_bot_common_core_120_evidence_reconciliation_v1.csv|reports/evaluation/common_core_v0/runs/r_bot_pg15_timing_expansion_02/run_results.json,reports/evaluation/common_core_v0/r_bot_formal_result_card_v1.csv|reports/evaluation/common_core_v0/r_bot_common_core_120_evidence_reconciliation_v1.csv|reports/evaluation/common_core_v0/runs/r_bot_pg15_timing_expansion_02/run_results.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/run_manual_r_bot_pg40_generation_expansion.sh|reports/evaluation/common_core_v0/runs/r_bot_pg15_execution_expansion_02/run_manual_r_bot_pg15_execution.sh|reports/evaluation/common_core_v0/runs/r_bot_pg15_timing_expansion_02/run_manual_r_bot_pg15_timing.sh,not executed; retained path/command only,retained engine_scope/track plus draft Table 12 scope label,traceable_to_artifact_chain,local_aggregation_script_not_retained,not_recomputed,bounded appendix prior-method evidence only; no unified full-120 row-level frontier retained.,Mixed-scope appendix: formal 120 generation plus PG-scoped execution/timing subsets.
Table 12,r_bot,r_bot_same_engine_rewrite,planned,formal 120 generation,formal 120 generation,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,planned,reports/evaluation/common_core_v0/r_bot_common_core_120_evidence_reconciliation_v1.csv,reports/evaluation/common_core_v0/r_bot_formal_result_card_v1.csv|reports/evaluation/common_core_v0/r_bot_common_core_120_evidence_reconciliation_v1.csv|reports/evaluation/common_core_v0/runs/r_bot_pg15_timing_expansion_02/run_results.json,reports/evaluation/common_core_v0/r_bot_formal_result_card_v1.csv|reports/evaluation/common_core_v0/r_bot_common_core_120_evidence_reconciliation_v1.csv|reports/evaluation/common_core_v0/runs/r_bot_pg15_timing_expansion_02/run_results.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/run_manual_r_bot_pg40_generation_expansion.sh|reports/evaluation/common_core_v0/runs/r_bot_pg15_execution_expansion_02/run_manual_r_bot_pg15_execution.sh|reports/evaluation/common_core_v0/runs/r_bot_pg15_timing_expansion_02/run_manual_r_bot_pg15_timing.sh,not executed; retained path/command only,planned rows in route denominator,traceable_to_artifact_chain,artifact_only_generator_missing,artifact_only_accepted,bounded appendix prior-method evidence only; no unified full-120 row-level frontier retained.,Mixed-scope appendix: formal 120 generation plus PG-scoped execution/timing subsets.
Table 12,r_bot,r_bot_same_engine_rewrite,generated_or_ready,PG-scoped subsets,PG-scoped subsets,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,generated_or_ready,reports/evaluation/common_core_v0/r_bot_common_core_120_evidence_reconciliation_v1.csv,reports/evaluation/common_core_v0/r_bot_formal_result_card_v1.csv|reports/evaluation/common_core_v0/r_bot_common_core_120_evidence_reconciliation_v1.csv|reports/evaluation/common_core_v0/runs/r_bot_pg15_timing_expansion_02/run_results.json,reports/evaluation/common_core_v0/r_bot_formal_result_card_v1.csv|reports/evaluation/common_core_v0/r_bot_common_core_120_evidence_reconciliation_v1.csv|reports/evaluation/common_core_v0/runs/r_bot_pg15_timing_expansion_02/run_results.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/run_manual_r_bot_pg40_generation_expansion.sh|reports/evaluation/common_core_v0/runs/r_bot_pg15_execution_expansion_02/run_manual_r_bot_pg15_execution.sh|reports/evaluation/common_core_v0/runs/r_bot_pg15_timing_expansion_02/run_manual_r_bot_pg15_timing.sh,not executed; retained path/command only,route-specific generated/ready wording; Direct LLM repair keeps preflight-blocked separate from executed,traceable_to_artifact_chain,artifact_only_generator_missing,artifact_only_accepted,bounded appendix prior-method evidence only; no unified full-120 row-level frontier retained.,Mixed-scope appendix: formal 120 generation plus PG-scoped execution/timing subsets.
Table 12,r_bot,r_bot_same_engine_rewrite,executed,15 PG-only,15 PG-only,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,executed,reports/evaluation/common_core_v0/r_bot_common_core_120_evidence_reconciliation_v1.csv,reports/evaluation/common_core_v0/r_bot_formal_result_card_v1.csv|reports/evaluation/common_core_v0/r_bot_common_core_120_evidence_reconciliation_v1.csv|reports/evaluation/common_core_v0/runs/r_bot_pg15_timing_expansion_02/run_results.json,reports/evaluation/common_core_v0/r_bot_formal_result_card_v1.csv|reports/evaluation/common_core_v0/r_bot_common_core_120_evidence_reconciliation_v1.csv|reports/evaluation/common_core_v0/runs/r_bot_pg15_timing_expansion_02/run_results.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/run_manual_r_bot_pg40_generation_expansion.sh|reports/evaluation/common_core_v0/runs/r_bot_pg15_execution_expansion_02/run_manual_r_bot_pg15_execution.sh|reports/evaluation/common_core_v0/runs/r_bot_pg15_timing_expansion_02/run_manual_r_bot_pg15_timing.sh,not executed; retained path/command only,successful execution returning a result; not ready_after_preflight; Direct LLM repair executed = exact + mismatch = 97 / 96 + 1,traceable_to_artifact_chain,artifact_only_generator_missing,artifact_only_accepted,bounded appendix prior-method evidence only; no unified full-120 row-level frontier retained.,Mixed-scope appendix: formal 120 generation plus PG-scoped execution/timing subsets.
Table 12,r_bot,r_bot_same_engine_rewrite,exact,15 PG-only,15 PG-only,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,exact,reports/evaluation/common_core_v0/r_bot_common_core_120_evidence_reconciliation_v1.csv,reports/evaluation/common_core_v0/r_bot_formal_result_card_v1.csv|reports/evaluation/common_core_v0/r_bot_common_core_120_evidence_reconciliation_v1.csv|reports/evaluation/common_core_v0/runs/r_bot_pg15_timing_expansion_02/run_results.json,reports/evaluation/common_core_v0/r_bot_formal_result_card_v1.csv|reports/evaluation/common_core_v0/r_bot_common_core_120_evidence_reconciliation_v1.csv|reports/evaluation/common_core_v0/runs/r_bot_pg15_timing_expansion_02/run_results.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/run_manual_r_bot_pg40_generation_expansion.sh|reports/evaluation/common_core_v0/runs/r_bot_pg15_execution_expansion_02/run_manual_r_bot_pg15_execution.sh|reports/evaluation/common_core_v0/runs/r_bot_pg15_timing_expansion_02/run_manual_r_bot_pg15_timing.sh,not executed; retained path/command only,exact/checker-consistent rows,traceable_to_artifact_chain,artifact_only_generator_missing,artifact_only_accepted,bounded appendix prior-method evidence only; no unified full-120 row-level frontier retained.,Mixed-scope appendix: formal 120 generation plus PG-scoped execution/timing subsets.
Table 12,r_bot,r_bot_same_engine_rewrite,timed,15,15,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/speedup_slice_summary_v1.csv,timing_denominator,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,reports/evaluation/common_core_v0/r_bot_formal_result_card_v1.csv|reports/evaluation/common_core_v0/r_bot_common_core_120_evidence_reconciliation_v1.csv|reports/evaluation/common_core_v0/runs/r_bot_pg15_timing_expansion_02/run_results.json,reports/evaluation/common_core_v0/r_bot_formal_result_card_v1.csv|reports/evaluation/common_core_v0/r_bot_common_core_120_evidence_reconciliation_v1.csv|reports/evaluation/common_core_v0/runs/r_bot_pg15_timing_expansion_02/run_results.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/run_manual_r_bot_pg40_generation_expansion.sh|reports/evaluation/common_core_v0/runs/r_bot_pg15_execution_expansion_02/run_manual_r_bot_pg15_execution.sh|reports/evaluation/common_core_v0/runs/r_bot_pg15_timing_expansion_02/run_manual_r_bot_pg15_timing.sh,not executed; retained path/command only,timing_success rows on exact + timing-success subset,traceable_to_artifact_chain,artifact_only_generator_missing,artifact_only_accepted,bounded appendix prior-method evidence only; no unified full-120 row-level frontier retained.,Mixed-scope appendix: formal 120 generation plus PG-scoped execution/timing subsets.
Table 12,r_bot,r_bot_same_engine_rewrite,gm_speedup,0.9218,0.9218248321470981,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/speedup_slice_summary_v1.csv,gm_speedup,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,reports/evaluation/common_core_v0/r_bot_formal_result_card_v1.csv|reports/evaluation/common_core_v0/r_bot_common_core_120_evidence_reconciliation_v1.csv|reports/evaluation/common_core_v0/runs/r_bot_pg15_timing_expansion_02/run_results.json,reports/evaluation/common_core_v0/r_bot_formal_result_card_v1.csv|reports/evaluation/common_core_v0/r_bot_common_core_120_evidence_reconciliation_v1.csv|reports/evaluation/common_core_v0/runs/r_bot_pg15_timing_expansion_02/run_results.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/run_manual_r_bot_pg40_generation_expansion.sh|reports/evaluation/common_core_v0/runs/r_bot_pg15_execution_expansion_02/run_manual_r_bot_pg15_execution.sh|reports/evaluation/common_core_v0/runs/r_bot_pg15_timing_expansion_02/run_manual_r_bot_pg15_timing.sh,not executed; retained path/command only,GM speedup = exp(mean(log(speedup_ratio))) where speedup_ratio = source_median_runtime / rewrite_median_runtime,traceable_to_artifact_chain,artifact_only_generator_missing,artifact_only_accepted,bounded appendix prior-method evidence only; no unified full-120 row-level frontier retained.,Mixed-scope appendix: formal 120 generation plus PG-scoped execution/timing subsets.
Table 12,r_bot,r_bot_same_engine_rewrite,regression_rate_20pct,20.00%,0.2,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/speedup_slice_summary_v1.csv,regression_rate_20pct,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,reports/evaluation/common_core_v0/r_bot_formal_result_card_v1.csv|reports/evaluation/common_core_v0/r_bot_common_core_120_evidence_reconciliation_v1.csv|reports/evaluation/common_core_v0/runs/r_bot_pg15_timing_expansion_02/run_results.json,reports/evaluation/common_core_v0/r_bot_formal_result_card_v1.csv|reports/evaluation/common_core_v0/r_bot_common_core_120_evidence_reconciliation_v1.csv|reports/evaluation/common_core_v0/runs/r_bot_pg15_timing_expansion_02/run_results.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/run_manual_r_bot_pg40_generation_expansion.sh|reports/evaluation/common_core_v0/runs/r_bot_pg15_execution_expansion_02/run_manual_r_bot_pg15_execution.sh|reports/evaluation/common_core_v0/runs/r_bot_pg15_timing_expansion_02/run_manual_r_bot_pg15_timing.sh,not executed; retained path/command only,Regression@20 = count(speedup_ratio < 0.8) / timing_denominator,traceable_to_artifact_chain,artifact_only_generator_missing,artifact_only_accepted,bounded appendix prior-method evidence only; no unified full-120 row-level frontier retained.,Mixed-scope appendix: formal 120 generation plus PG-scoped execution/timing subsets.
Table 12,r_bot,r_bot_same_engine_rewrite,placement,bounded / mixed appendix,bounded / mixed appendix,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,placement,reports/evaluation/common_core_v0/r_bot_common_core_120_evidence_reconciliation_v1.csv,reports/evaluation/common_core_v0/r_bot_formal_result_card_v1.csv|reports/evaluation/common_core_v0/r_bot_common_core_120_evidence_reconciliation_v1.csv|reports/evaluation/common_core_v0/runs/r_bot_pg15_timing_expansion_02/run_results.json,reports/evaluation/common_core_v0/r_bot_formal_result_card_v1.csv|reports/evaluation/common_core_v0/r_bot_common_core_120_evidence_reconciliation_v1.csv|reports/evaluation/common_core_v0/runs/r_bot_pg15_timing_expansion_02/run_results.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/run_manual_r_bot_pg40_generation_expansion.sh|reports/evaluation/common_core_v0/runs/r_bot_pg15_execution_expansion_02/run_manual_r_bot_pg15_execution.sh|reports/evaluation/common_core_v0/runs/r_bot_pg15_timing_expansion_02/run_manual_r_bot_pg15_timing.sh,not executed; retained path/command only,paper placement/claim-boundary label from Table 11/table3/candidate_failure/draft target,traceable_to_static_policy,static_policy_no_generator_needed,not_recomputed,bounded appendix prior-method evidence only; no unified full-120 row-level frontier retained.,Mixed-scope appendix: formal 120 generation plus PG-scoped execution/timing subsets.
Table 12,llm_r2,llm_r2_original_route_bounded_pg9,method / route,LLM-R2 original,LLM-R2 original,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,method / route,reports/evaluation/common_core_v0/llm_r2_pg9_bounded_evidence_reconciliation_v1.csv,reports/evaluation/common_core_v0/llm_r2_pg9_bounded_evidence_reconciliation_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table7_failure_accounting_matrix_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/method_candidate_rejection_accounting_v1.csv,reports/evaluation/common_core_v0/llm_r2_pg9_bounded_evidence_reconciliation_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table7_failure_accounting_matrix_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/method_candidate_rejection_accounting_v1.csv,scripts/cli.py formal-llmr2-* commands|reports/evaluation/common_core_v0/runs/llm_r2_* retained run directories,not executed; retained path/command only,retained row label/route_id; no metric formula,traceable_to_artifact_chain,local_aggregation_script_not_retained,not_recomputed,bounded appendix route only; not tri-engine or main-table comparable.,
Table 12,llm_r2,llm_r2_original_route_bounded_pg9,scope,PG-only bounded,PG-only bounded,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,scope,reports/evaluation/common_core_v0/llm_r2_pg9_bounded_evidence_reconciliation_v1.csv,reports/evaluation/common_core_v0/llm_r2_pg9_bounded_evidence_reconciliation_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table7_failure_accounting_matrix_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/method_candidate_rejection_accounting_v1.csv,reports/evaluation/common_core_v0/llm_r2_pg9_bounded_evidence_reconciliation_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table7_failure_accounting_matrix_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/method_candidate_rejection_accounting_v1.csv,scripts/cli.py formal-llmr2-* commands|reports/evaluation/common_core_v0/runs/llm_r2_* retained run directories,not executed; retained path/command only,retained engine_scope/track plus draft Table 12 scope label,traceable_to_artifact_chain,local_aggregation_script_not_retained,not_recomputed,bounded appendix route only; not tri-engine or main-table comparable.,
Table 12,llm_r2,llm_r2_original_route_bounded_pg9,planned,9,9,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,planned,reports/evaluation/common_core_v0/llm_r2_pg9_bounded_evidence_reconciliation_v1.csv,reports/evaluation/common_core_v0/llm_r2_pg9_bounded_evidence_reconciliation_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table7_failure_accounting_matrix_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/method_candidate_rejection_accounting_v1.csv,reports/evaluation/common_core_v0/llm_r2_pg9_bounded_evidence_reconciliation_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table7_failure_accounting_matrix_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/method_candidate_rejection_accounting_v1.csv,scripts/cli.py formal-llmr2-* commands|reports/evaluation/common_core_v0/runs/llm_r2_* retained run directories,not executed; retained path/command only,planned rows in route denominator,traceable_to_artifact_chain,artifact_only_generator_missing,artifact_only_accepted,bounded appendix route only; not tri-engine or main-table comparable.,
Table 12,llm_r2,llm_r2_original_route_bounded_pg9,generated_or_ready,9,9,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,generated_or_ready,reports/evaluation/common_core_v0/llm_r2_pg9_bounded_evidence_reconciliation_v1.csv,reports/evaluation/common_core_v0/llm_r2_pg9_bounded_evidence_reconciliation_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table7_failure_accounting_matrix_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/method_candidate_rejection_accounting_v1.csv,reports/evaluation/common_core_v0/llm_r2_pg9_bounded_evidence_reconciliation_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table7_failure_accounting_matrix_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/method_candidate_rejection_accounting_v1.csv,scripts/cli.py formal-llmr2-* commands|reports/evaluation/common_core_v0/runs/llm_r2_* retained run directories,not executed; retained path/command only,route-specific generated/ready wording; Direct LLM repair keeps preflight-blocked separate from executed,traceable_to_artifact_chain,artifact_only_generator_missing,artifact_only_accepted,bounded appendix route only; not tri-engine or main-table comparable.,
